id,setting_type,font_color,background_color,font_size,font_weight,font_family,letter_spacing,line_spacing,word_spacing,text_alignment,is_auto_play_tts,bionic_reading,lists_with_bullets,wcag_compliant,score
40002249,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,81.7
40002250,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,90.5
40002251,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,99.9
40002252,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,93.9
40002253,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,88.9
40002254,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,11.7
40002255,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,82.6
40002256,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,97.4
40002257,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,77.9
40002258,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,96.2
40002259,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,90.8
40002260,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,41.1
40002261,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,88.6
40002262,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,85.9
40002263,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,93.1
40002264,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,88.2
40002265,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,59.7
40002266,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,87.7
40002267,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,82.3
40002268,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,98.9
40002269,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,74.3
40002270,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,77.2
40002271,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,79.8
40002272,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,89.7
40002273,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,87.3
40002274,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,63.1
40002275,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,81.1
40002276,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,57.2
40002277,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,82.9
40002278,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,80.3
40002279,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,94.3
40002280,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,90.6
40002281,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,87.3
40002282,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,66.7
40002283,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,78.1
40002284,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,53.8
40002285,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,31.6
40002286,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,89.0
40002287,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,79.6
40002288,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,97.6
40002289,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,8.2
40002290,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,89.1
40002291,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,86.2
40002292,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,56.0
40002293,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,76.7
40002294,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,93.4
40002295,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,84.8
40002296,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,99.0
40002297,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,43.2
40002298,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,77.8
40002299,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,92.5
40002300,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,86.6
40002301,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,86.4
40002302,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,95.3
40002303,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,65.2
40002304,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,45.8
40002305,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,17.4
40002306,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,87.5
40002307,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,87.7
40002308,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,45.5
40002309,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,97.0
40002310,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,85.3
40002311,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,62.3
40002312,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,95.9
40002313,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,57.6
40002314,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,71.3
40002315,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,99.3
40002316,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,74.0
40002317,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,85.0
40002318,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,87.9
40002319,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,50.5
40002320,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,72.7
40002321,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,91.5
40002322,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,16.0
40002323,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,98.7
40002324,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,96.2
40002325,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,85.6
40002326,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,46.0
40002327,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,81.3
40002328,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,84.5
40002329,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,85.8
40002330,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,77.7
40002331,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,84.5
40002332,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,79.3
40002333,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,83.0
40002334,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,64.0
40002335,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,99.8
40002336,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,56.3
40002337,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,71.9
40002338,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,71.9
40002339,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,84.0
40002340,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,96.5
40002341,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,70.8
40002342,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,72.6
40002343,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,88.8
40002344,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,85.9
40002345,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,81.3
40002346,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,97.8
40002347,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,74.8
40002348,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,77.0
40002349,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,46.3
40002350,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,16.8
40002351,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,69.4
40002352,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,28.3
40002353,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,50.7
40002354,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,80.0
40002355,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,85.5
40002356,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,82.6
40002357,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,97.5
40002358,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,96.7
40002359,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,48.1
40002360,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,79.0
40002361,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,34.4
40002362,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,94.6
40002363,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,80.8
40002364,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,74.2
40002365,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,87.2
40002366,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,87.4
40002367,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,99.9
40002368,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,62.8
40002369,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,80.5
40002370,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,77.2
40002371,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,40.6
40002372,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,68.4
40002373,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,40.5
40002374,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,93.3
40002375,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,78.6
40002376,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,81.2
40002377,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,98.6
40002378,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,93.5
40002379,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,85.7
40002380,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,94.6
40002381,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,73.7
40002382,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,83.2
40002383,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,73.4
40002384,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,25.9
40002385,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,71.3
40002386,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,69.8
40002387,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,81.5
40002388,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,98.2
40002389,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,73.5
40002390,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,47.6
40002391,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,94.1
40002392,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,95.5
40002393,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,72.6
40002394,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,69.7
40002395,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,51.9
40002396,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,77.2
40002397,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,63.9
40002398,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,86.0
40002399,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,92.0
40002400,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,85.4
40002401,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,94.9
40002402,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,95.9
40002403,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,60.2
40002404,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,57.9
40002405,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,90.6
40002406,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,95.1
40002407,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,54.1
40002408,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,86.1
40002409,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,65.0
40002410,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,67.6
40002411,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,57.7
40002412,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,89.9
40002413,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,94.6
40002414,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,63.9
40002415,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,81.1
40002416,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,58.3
40002417,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,76.6
40002418,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,74.1
40002419,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,78.5
40002420,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,35.7
40002421,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,69.2
40002422,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,95.1
40002423,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,36.9
40002424,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,87.4
40002425,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,76.9
40002426,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,94.3
40002427,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,59.2
40002428,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,80.8
40002429,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,54.5
40002430,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,94.3
40002431,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,93.7
40002432,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,60.9
40002433,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,98.0
40002434,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,75.6
40002435,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,83.7
40002436,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,97.2
40002437,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,74.8
40002438,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,85.3
40002439,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,56.2
40002440,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,87.0
40002441,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,3.8
40002442,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,84.7
40002443,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,67.6
40002444,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,95.7
40002445,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,61.1
40002446,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,94.1
40002447,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,93.2
40002448,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,86.9
40002449,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,59.3
40002450,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,71.4
40002451,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,88.1
40002452,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,70.7
40002453,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,96.8
40002454,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,71.0
40002455,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,89.8
40002456,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,82.9
40002457,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,96.0
40002458,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,30.9
40002459,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,66.5
40002460,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,92.3
40002461,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,79.1
40002462,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,90.1
40002463,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,4.3
40002464,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,96.9
40002465,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,97.0
40002466,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,88.5
40002467,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,60.5
40002468,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,39.2
40002469,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,99.3
40002470,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,92.3
40002471,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,75.9
40002472,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,77.6
40002473,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,95.7
40002474,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,88.7
40002475,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,51.5
40002476,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,81.1
40002477,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,80.7
40002478,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,63.8
40002479,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,85.1
40002480,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,89.3
40002481,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,56.5
40002482,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,89.3
40002483,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,88.1
40002484,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,90.8
40002485,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,72.6
40002486,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,89.2
40002487,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,72.7
40002488,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,97.5
40002489,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,39.4
